sequence,label
11 2088 73 439 20 7 447 21 4 162 808 887 285 7673 2 166 407 116 2434 1 1 2434 1071 1 1320 8 1 2 228 28 298 8 2 20 138 8 74 65 90 8 2 411 170 5 25 111 6915 8 2 53,1
8 4 3930 12 1 1 3 1 30 102 29 5 2 790 5 95 37 2 169 14 1 1 2317 28 14 38 3209 4 1601 28 14 233 8221 6 2 2954 2218 5 2063 21 2 1889 5 12 15 3174 6 25 1 1,1
278 8 2 122 769 12 278 4 1 205 4 1 3 1187 204 8 40 46 5 2 122 17 962 3944 1 8 162 808 2044 1334 3 502 1 79 35 175 93 9 8 2 5745 190 270 79 35 26 4 1731 1908 40,1
1112 10 175 368 135 11 18 4873 38 73 138 839 135 9603 303 199 9 14 25 1949 20 141 4 620 328 5 1 911 163 560 1470 4358 3 1 19 1922 1 14 2 234 50 20 28 92 100 12 28 666 6 2,0
1 179 4 18 708 4 50 230 4 50 115 3 50 1012 10 280 11 18 1009 9 6 27 3813 372 3 14 478 672 52 9 14 41 955 372 10 433 2 78 6 421 2321 142 2 62 150 61 2090 70 37 8544,0
598 8 9577 5 1 405 21 6 5558 893 6927 3 57 1448 8 2921 954 7133 1199 2 893 17 113 721 301 8 25 228 15 1 903 1395 36 734 8 117 16 4 875 252 132 1 8 1 300 2 3197 311 893 2010,1
22 29 5 7202 113 1841 11 14 385 4 1 571 6 1167 303 21 2 238 28 1015 80 2 1 4 1 1080 8573 3 4 215 5 9160 823 4080 80 4 1554 16 4 1010 2281 252 36 323 16 42 365 3 1045 1863,0
1 5 4588 14 2 89 5 428 2335 2068 92 17 2 3166 340 2758 5 1 1298 200 3 8 11 2859 2 1118 350 6 93 2 3996 80 4 1135 2949 471 9571 5593 1 16 602 1917 97 2068 328 651 12 2 3996 395,0
195 326 4 167 5 782 43 6359 21 878 3 104 292 6 699 2 930 195 1692 4 167 5 1846 2460 11 2 761 1905 20 942 5717 7 8 56 98 1 1905 464 87 5 11 18 8 192 170 5 2 216 5 11,1
45 2 1 5 2242 330 490 259 21 2 1 243 6549 92 9 596 17 83 6 2253 1609 9250 2401 340 8 63 202 96 36 232 868 22 26 76 468 6 7 12 4 50 150 13 13 11 20 123 22 1412 2 1607,1
44 23 93 4 792 18 9 7 239 5 609 12 2 1085 22 27 51 2275 71 2 1369 3 11 992 4090 9 14 38 372 3 4199 6 105 12 10 14 155 1674 6 8400 3 970 587 38 2 691 7 972 3 8955,0
52 4 484 1629 7 34 7884 1484 1359 499 16 47 53 3818 3 4144 842 2 2149 14 665 92 6 350 3 2192 8 21 2 969 5 52 4 2826 1629 33 178 72 1460 8 206 660 17 660 2 1573 648 842 37 12,0
11 7 330 1404 3062 2461 5 919 18 2916 2566 1409 1463 3722 913 7 247 33 1463 1 103 5 256 617 119 1561 3001 5 1463 3 82 3467 5 25 497 3 44 23 1 31 2 203 2817 300 4 736 60 5 2 268,0
701 563 439 33 577 1 43 933 83 36 421 8 4 299 172 3726 3 49 522 6 95 2 89 45 1 6472 15 4 7878 36 1062 2 484 235 493 43 211 6 122 47 3810 382 3 2 1032 31 2 130 14 50,1
4 53 73 92 20 286 8 411 169 3875 1 2 739 183 148 36 24 2 1842 31 2 2117 5 2 66 198 584 4367 3 2118 833 353 4 735 2651 5 86 2 1247 1650 3 1 6350 8 2254 68 27 703 8172 3,1
12 1846 427 11 18 2516 70 2 115 7 4 1 2 102 24 1552 517 1 2273 87 5 2 20 1 21 2 77 102 3 1 32 5 95 56 29 45 97 1678 490 40 1 11 7 22 34 4969 163 9 7 22,0
10 89 212 11 18 21 243 145 8 52 10 14 2592 151 172 10 670 157 5 2335 91 19 3938 1174 2813 37 2 18 4441 903 183 49 3173 70 6 4451 1193 67 2 85 693 5655 33 2 2463 5 2 9481 1 1809,1
8 2 713 151 229 1 3141 157 45 64 211 546 6 30 490 8 669 349 11 1713 2 108 215 5 2 722 19 3797 1 61 26 768 6 122 689 8 2 1120 1731 479 5 186 5583 3 9785 2 2494 1236 580 61,1
10 175 343 520 12 11 7 1 1 6 2 1 942 1 29 3326 467 5 1 83 8 11 409 367 1 6 2654 15 6310 6 4 1 5691 806 8677 389 806 1572 575 1 806 1446 2120 31 1347 6 27 506 1 13,0
147 11 18 64 725 70 10 26 109 253 534 6 567 147 4 18 8 30 6565 79 2295 6 816 4 18 7 4 50 1102 5 284 3 5312 9 10 140 31 225 105 2 213 150 3 75 55 1 267 10 92 9,0
1 45 1580 70 16 55 202 1 3 1 141 4 4861 1015 365 5 108 141 177 1 8 55 882 3 1587 122 126 10 26 1481 37 55 501 12 10 334 1 6 1 3 1166 37 61 10 222 1291 1 52 128 1,1
89 5 32 10 427 53 72 2 1367 306 5 1 2 1 381 8 2 7553 1368 21 933 2142 1341 7779 19 500 51 1 8 192 2 1 24 1 464 2 20 8 2 1 4064 116 2 1 823 1 122 8 2 25,1
1462 1 499 1 2 1272 5 2 1 5622 8212 1 4424 16 2 1 5 1 1641 3424 2800 298 34 1277 1390 6 2677 74 794 1 59 14 555 8 615 127 47 221 16 42 494 4527 264 60 8 2 193 333 16 47,0
587 41 49 2 529 7 32 11 413 6 384 2162 617 41 648 9 12 587 7 197 4 762 2 87 1375 20 8 2 215 3 37 49 195 549 312 2 210 1118 627 149 438 39 9 160 179 97 346 1 71 2,0
52 2 20 1718 10 14 2208 6 65 9 14 740 743 4 684 408 379 8 192 2 379 7066 3 276 419 71 2 841 347 18 54 1609 6 269 96 140 26 349 1132 124 71 11 2027 4 1010 1 5 2 347 3085,0
34 2042 1 3567 290 46 1446 8 1 734 3 162 808 521 154 366 502 127 33 4 494 1 6093 1008 699 6510 5927 1 341 4 602 2525 7718 9490 6 119 441 37 1 679 4 1761 200 128 3555 3 2 8378 5 42,0
30 1128 17 70 6 1 1129 11 18 22 12 10 712 748 339 23 19 10 810 185 3 10 1705 8 2 3058 1765 3 10 105 2 1 1031 141 739 151 172 176 3 1 55 53 202 472 2391 3 147 2 18 16,0
11 20 7 373 198 70 2 4869 6173 68 23 260 12 29 5 2 274 243 6638 138 8 1 69 11 15 63 1235 20 10 68 62 2111 35 827 6 2712 2 8707 16 9840 1776 240 71 11 2 234 60 10 561 31,0
916 1502 1187 99 93 95 146 10 1 292 6 27 402 2 1119 3 2 790 676 120 92 1585 6 2 299 693 2 24 177 1 1004 3 7331 33 296 676 135 175 23 82 137 39 12 1 67 2 113 3 17 12,1
141 4 328 5 1 164 145 6 63 5643 3 427 11 18 19 31 29 220 8 2 6421 21 1977 686 8 3098 7099 2501 9 14 3141 16 34 5299 115 360 12 2695 2 426 220 5 2 18 32 1786 6 8651 67 2895,1
10 175 260 47 5 2 759 138 8 2 782 2 20 7 1816 5 256 3 37 250 3974 6488 8 2 607 5 1 4 167 5 2 307 281 24 1657 2603 146 19 54 3484 17 11 3208 5 1 7 38 84 12 9,0
10 88 118 135 19 52 10 222 1619 43 84 94 10 26 106 10 387 103 5 2 934 58 48 10 118 12 2549 697 5 94 24 498 1056 6 9 3 10 26 106 419 111 30 41 12 30 38 1926 38 717 8,0
1823 4 216 7 39 1384 4 178 1845 1 9 361 496 40 9 123 22 1 457 7 29 5 143 94 12 123 22 163 9 196 26 4 168 53 158 524 19 17 2 2075 30 41 4 1877 2081 216 37 2 626 721,0
1174 4 477 1071 1 25 183 573 1 4 1044 1 1 3 25 162 1033 1 2 525 1547 1 1 24 21 63 98 6 4 3406 996 17 1 35 4986 75 1 8 4 2618 2525 507 116 4985 7 468 6 551 3 16,1
2 865 5 11 1 795 14 64 50 3 100 2 620 960 5 2 969 10 827 4 167 1 13 2 639 853 7 12 11 18 7 64 1930 3 2756 2 1095 24 939 3 643 283 3 2 111 7 345 7165 13 11,0
197 1 2997 11 1101 1 26 76 5216 187 16 2 4933 3923 907 3 658 12 7 699 2997 10 57 400 355 9 9 561 15 44 2 77 148 67 62 380 6 42 584 236 1 6268 571 6 3034 11 20 14 4 226,1
55 1130 2346 532 12 5866 196 27 5302 1949 461 10 88 118 44 10 1025 16 90 248 10 1154 11 408 315 5 2 20 89 10 117 4953 5162 15 1 28 14 899 2785 3 880 53 73 8 11 1270 1157 28 152 1609,1
11 18 14 53 50 22 85 19 53 50 9 7 447 21 4 29 134 285 33 1 1 1 28 247 87 5 2 524 21 2290 9 276 39 3382 1012 417 617 2122 58 32 2 319 1418 8 363 3 262 95 8 29,1
4817 1260 3649 5330 316 1550 515 31 2 4465 330 394 5330 5 116 1260 3649 1 2611 1 7 3900 21 42 1269 905 1 1275 1 16 4984 3087 577 2100 905 679 46 7 9235 1862 1260 3649 7 8008 5330 1575 290 6 2 887,0
2 407 741 7 318 6 4642 2 20 9205 6 30 308 9205 7 43 4 183 1 1 16 34 535 437 2 20 515 16 42 1204 42 437 509 6 371 42 162 294 132 59 2562 74 3660 12 59 7 22 12 546 347,0
246 18 10 26 120 106 224 5 7016 1472 32 2 3772 6 93 11 18 4 289 163 5 642 84 111 84 910 84 2480 84 1289 84 396 84 281 3 84 9740 509 736 1590 579 33 2 102 9 81 3269 8 4 372,0
11 7 29 5 143 96 12 23 105 16 4 516 5 83 23 78 26 2 113 60 30 64 64 84 39 1 84 19 197 2 490 5 1 13 797 188 2 113 1545 5 84 148 84 173 3 84 230 138 263 12,0
30 4 1457 6 5382 6 97 20 5 11 1043 15 4 191 20 87 411 1018 96 16 2377 1362 24 22 38 72 191 96 15 35 24 443 5887 4248 37 2 496 5 411 1018 1 39 3954 3346 4 2865 3 381 8 7408,1
39 87 83 10 14 889 8 51 3863 79 5 2 3656 6852 715 61 45 666 46 6 27 2 62 3656 6852 4455 12 10 126 1585 6 100 32 128 151 9 14 177 4 828 6 502 566 2 20 8 4 669 408 1141,1
10 212 29 122 892 52 9 9234 31 2 1 1925 20 1383 3 14 2738 242 33 9 92 21 4 1 386 11 319 3 487 3708 18 7 53 72 4 1945 20 3 2824 2263 8 2558 5 2 5521 5 1 2 20 496,1
2 8382 99 551 23 4 112 1 8 2 1 400 22 29 5 6131 113 94 88 75 70 342 16 97 304 2068 807 48 7 205 47 50 3064 3 11 29 45 30 1211 1434 19 127 32 2 430 1053 593 3 41 149,0
11 119 265 58 16 209 1697 15 879 15 2 1929 1241 9 7 5788 15 613 19 8 1 9 7 1022 2313 60 1847 1293 30 489 6 334 3760 9368 15 4 1 6 692 83 80 4 4538 4309 91 3994 6 4083 726 21,0
858 1 12 290 397 101 1526 623 1038 30 798 511 3131 34 4130 172 3268 36 45 76 666 80 4 1546 5 2 316 33 4 1 36 45 211 6 816 4 690 37 42 52 293 1 7 506 125 1522 45 6 139 46,0
2 113 226 8 2 20 14 52 1875 1762 185 42 1 3 2097 2 627 3986 7229 127 42 8545 1 3 189 42 8545 2798 9 14 81 512 6 65 1 8545 164 58 3 185 39 4 1 1 305 21 8 2 704 13,1
1 7 5511 3 2603 7281 8149 15 205 15 123 1 132 1 34 595 1185 31 225 10 2111 174 49 235 2616 3 2 1207 1 1 200 1 3 1 15 16 87 3150 3574 1 4 4186 351 30 4 2041 52 11 5044 404,0
15 530 15 2 866 4484 21 2172 316 23 99 227 9 8 2 934 12 2 826 14 87 400 6228 13 147 143 6143 382 116 1435 1 1711 8670 5455 14 2 435 5 4 620 201 1 13 16 11 162 215 9 895 16,1
2 1709 7649 5 87 5 2 1846 138 7772 1 52 258 6 2107 11 1 1 5 4 1520 79 2368 297 1242 6 1 3005 1 2389 1 52 8 4 1037 5 1 2744 28 1 2 1 4145 1 31 25 162 338 1 1,0
10 645 10 99 198 11 18 4 1655 46 5 713 154 164 6 11 18 2 268 100 9 354 46 10 354 21 878 6 806 46 2 759 4 970 471 2 18 717 3 872 16 372 733 10 109 139 33 77 1992 3545,0
2 1128 1248 3 2 3995 5700 295 1 2 108 113 702 5 2 162 826 852 337 917 251 293 12 9 140 27 594 12 72 5 2 66 661 1 2 115 5 1 3 2 5700 6 34 3193 751 956 16 2 479 5,1
914 45 76 251 47 525 84 2135 255 490 94 4664 136 15 1 40 846 1281 1 7 413 6 27 447 5 2 85 1556 9482 187 9 1 38 72 3 1441 38 112 8 1812 12 2 1 21 686 232 15 73 26 4539,0
11 14 1112 2 246 18 10 26 120 106 2 111 14 553 373 2 66 360 81 14 84 9 14 187 4 50 306 44 11 18 57 26 69 124 1 3 4 167 124 148 10 232 5 69 137 124 6 131 4382 2202,0
88 368 86 128 1266 94 374 540 46 3 56 511 86 50 40 84 9 7 83 117 572 13 10 212 11 18 16 55 108 332 35 39 178 72 231 1266 39 87 83 36 1380 11 20 2 773 14 206 378 3 10,0
11 18 7 2 9294 3562 34 2412 8561 4718 2 6836 6 47 2412 1 3 4447 34 4035 10 495 2 218 3 1 323 16 2 1 111 3 3209 102 11 18 7 56 893 2417 19 400 420 1301 36 708 34 893 586 13,1
11 914 1217 7 22 2 113 3 33 56 769 2 246 10 1025 16 2 2506 12 84 914 7 2970 1099 3656 1 3 1644 307 281 93 11 4 482 17 2 538 538 538 119 726 751 1 21 2 1248 4763 513 125 674,0
2427 141 22 2 1 1 55 1936 7 19 4 73 262 295 1020 499 7 267 2 60 55 1 8 1 13 733 387 849 3 31 217 1397 540 37 2 341 4741 13 2603 5074 13 756 109 64 1014 1 13 2 897 1,0
517 247 33 1851 7420 45 1 1 3 459 4 1939 3 737 122 8 1 1 347 52 4 7057 6 2 347 7226 1 7276 90 28 3994 6 119 517 86 6 421 501 2 1 450 40 270 79 5 1 1 1 1934 6,1
4 4080 2071 1212 1 13 327 4080 480 2 8175 1 17 4 1642 3539 1 13 11 7 4 375 602 112 20 16 2071 31 25 1416 113 8 49 7 1893 4 215 5 3161 4080 204 6 3503 25 6956 3847 1631 193 903 2350,1
11 45 76 262 46 21 2 269 2408 33 1 3 30 17 5019 4908 4786 456 39 1 62 30 22 4 191 499 19 4 461 116 4908 7 4 2956 1662 1 6 491 4 3035 3354 691 8 604 6 3270 2 3454 859 6,0
73 88 527 231 833 34 3046 87 5 2 513 133 24 178 519 2 108 935 2060 24 177 3201 19 63 536 5 8391 218 961 259 31 217 2 279 270 1452 137 19 10 177 495 9 629 2 346 2 872 1171 207 233,1
2 6876 7 4 18 12 14 1111 6 70 151 589 33 55 365 3 195 106 9 104 217 229 9 205 966 6 2712 70 132 107 2447 1005 15 73 2 2531 133 24 49 64 92 9 17 70 1 1 365 615 189 32,1
10 14 5544 194 6 1290 11 20 31 2 8959 20 1383 3 10 208 131 12 10 53 72 495 9 52 10 1619 2 173 44 28 69 5557 20 394 10 14 53 72 1398 12 28 69 22 96 39 128 88 211 37 83,1
10 280 2 89 119 5 244 215 41 6 65 3 49 4 429 5 60 2 254 37 1 59 14 1624 38 1173 59 140 27 8 1624 444 19 56 29 165 433 1 13 39 1 92 4 193 1457 16 1966 13 84 485,0
1 5 34 1 1186 4578 4083 58 16 4 516 5 8382 6 513 63 98 142 3459 21 2 1 926 39 9 99 27 34 1138 915 19 11 29 7 737 737 737 9 1053 39 1 2 218 133 24 2976 2 111 7 7475,0
5426 1 1 1 3 4567 4299 1 1 184 6 410 29 5 2 619 485 8 63 330 394 1 3 1462 485 69 108 9917 27 4 9179 40 4 1 5426 3 4567 7406 95 33 743 63 3900 8913 8 34 1 108 5 2,1
132 10 199 11 14 4 50 20 43 1 1881 9 14 4 112 264 6 867 2 1 9 4941 189 177 4 226 197 120 4813 49 329 35 67 8 868 22 85 111 3 22 64 4 85 20 19 9 14 320 6 794,1
1426 49 4 2518 1 404 5 3739 1196 3 49 34 2121 6 2 85 548 5 1 13 1 389 133 7115 5773 1 543 3 614 1 12 392 700 94 136 4 50 403 261 729 143 36 2596 1 94 11 7 2 239 5,0
73 9 7 43 151 8 2 753 3 74 26 388 1 3679 2 3698 3589 200 1 19 1016 74 126 334 1795 12 1213 3397 319 331 24 126 2460 244 77 1045 3 366 330 6934 1026 564 1090 2268 2727 319 331 24 126 366,0
49 581 143 67 2 89 631 6 211 6 339 100 11 373 18 1751 17 2 89 3 234 60 21 55 1209 275 1902 21 7189 1377 69 767 1 4574 100 30 1 5 4 89 20 19 10 762 1669 827 11 498 1 1187,0
1 4594 87 400 4769 76 34 1266 215 79 15 4 18 30 39 147 34 172 2259 21 1 18 41 515 46 5 1344 3 83 41 2007 189 1026 16 2556 4881 3 77 359 2490 356 11 2565 8069 856 17 42 1583 21 4,0
1794 1509 7 4 320 18 6 105 8 4 348 1 23 24 266 17 137 273 71 2 2023 3036 3 474 6 26 47 249 10 1 213 306 5 11 18 3 32 2 8651 8 9 7 136 4 1 9 14 2 89 18,1
665 55 641 17 11 7 22 6 1382 9 9271 16 2 6960 3328 5 2 1151 5 5225 19 16 77 169 469 386 1551 8 2461 3 8 12 2567 9 345 7 4 352 2 536 5 284 259 123 241 472 101 72 2 111,1
9 716 54 2 173 149 39 11 1 17 70 10 103 235 107 4 226 2347 21 7035 13 245 30 22 402 19 48 24 47 3211 1 2 66 7 50 194 6 374 23 889 8796 13 30 314 8 49 716 6 27 177,1
10 1477 11 20 520 9 14 2 1 639 315 10 212 15 4 544 9 14 22 10 14 1584 53 672 16 49 10 434 14 1 111 327 110 943 3 87 5 32 2099 6 2675 2 647 200 2 457 3 25 846 8,0
11 7 22 4 20 7 4 1020 1834 3 387 518 1315 18 30 4 1 5 4 1228 647 200 517 1 517 1 3961 3 25 6580 2281 1033 1509 1 517 185 21 25 2135 1063 6 93 4 659 1 25 213 647 3 49,1
154 10 710 11 20 10 208 93 4 7418 12 7 240 4 4388 2506 6 93 15 4 20 2092 241 36 45 458 326 97 5 55 898 782 196 118 12 195 205 76 2726 8 4 6908 288 711 330 3288 17 1 136 15,1
10 2289 80 2577 1 6 105 47 50 172 1628 218 94 38 10 1 189 2 218 2708 356 11 18 1014 55 696 79 2 1023 69 8 193 4388 2984 2887 4914 34 218 18 16 2887 4914 8 9 3 30 1380 1884 1 257,0
89 125 535 198 11 18 4 469 1 46 5 9 14 157 51 71 4 3722 20 10 434 53 369 185 147 11 20 10 14 465 6 83 9 57 27 51 461 3 51 2294 43 2 289 66 30 447 21 302 10 974,0
11 7 2 246 18 10 26 120 106 3 260 70 195 7436 4 167 5 84 94 10 117 1 191 19 11 14 41 372 48 14 22 29 129 8 11 20 116 10 434 1640 32 2 148 208 26 76 83 12 35 253,0
10 69 56 1364 52 10 624 6 105 11 18 86 725 10 14 11 7 4 85 299 2264 18 61 78 198 121 339 4 50 1 30 22 569 44 23 62 358 559 1618 416 1 94 11 7 22 17 23 2 2421 7,1
9 181 39 1669 68 93 4 18 3004 30 39 32 23 344 7 4 379 4 516 5 83 6 27 121 180 3 862 4 230 3 4 112 284 3 1 23 26 4 18 422 7 12 658 207 205 170 5 11 1 3,0
450 107 4 795 6 2 51 7985 210 11 7 51 5 4 2970 969 5 2669 2 837 3693 2 1036 3809 5 1 3689 811 51 1 2254 17 63 1 31 4 1 13 5769 1 844 5 1463 276 85 48 24 47 178 5312,0
2 115 5 11 372 20 7 38 4384 195 262 2 1437 1707 58 79 141 7199 44 141 711 231 242 2 308 89 1062 47 134 8 698 2 1 1 580 34 172 134 8 34 5598 4 2765 151 589 91 67 58 6 700,0
52 2 5765 354 46 10 14 2243 153 10 199 9 14 164 6 27 4 678 139 1997 20 3 9 14 153 9 114 26 4 112 1902 154 1235 1183 6 9 23 118 239 5 443 3 3810 10 424 11 20 79 9 1580,1
11 624 46 15 4 50 6519 216 2 89 168 259 67 53 50 3 10 14 266 959 6 4 201 502 49 14 64 158 14 2 1 5685 4753 3 2 182 125 21 4886 3088 1911 2 1159 513 2 1 8090 1724 998 4894,0
11 7 84 18 48 7 56 8933 9 15 72 15 446 39 6 2750 913 1283 7 43 15 50 15 28 596 68 27 16 2 230 35 486 90 3 28 69 4 351 5 519 218 842 12 434 64 46 5 277 637 6,0
4 2536 1 3693 4 484 12 1 8 2 1 300 2 411 467 5 686 11 29 14 592 38 387 52 1351 57 131 652 21 243 4792 3 5474 370 90 1 5 2 8167 2835 3323 171 125 6 2 94 74 405 6 2,0
44 243 14 4 2954 3358 11 119 57 26 4 402 1908 16 34 310 180 3 4 402 115 11 119 486 475 2512 3 4 85 1784 6 243 100 2838 16 2 1744 2509 5 1447 3 1392 46 36 1 144 1351 7 11 119,1
15 29 36 2704 271 6 2 94 10 26 6 131 12 11 45 76 29 5 2 87 1143 94 10 26 106 11 329 1417 2209 3 4987 8259 1881 486 1311 353 3484 726 6 75 433 8 2 933 1286 3 64 227 17 2,1
11 18 14 21 2 869 1241 3 10 199 9 232 27 4 2836 169 18 12 57 27 722 21 47 687 38 55 636 3 10 280 9 457 114 9 2725 457 204 4544 21 1 25 1 654 48 7 4 1419 3 141 725,0
11 20 259 4 574 505 6 2 387 199 5 15 1 496 5 2981 22 4 167 5 565 3 3372 138 19 4 477 812 43 580 3 2 459 3461 33 572 13 4 144 159 1038 9 14 92 8 3 78 530 9174 30,1
4186 5466 26 205 69 4 1244 60 2504 80 2 94 2 460 7 1 16 1228 1003 3 29 68 139 21 3 21 1 135 304 1 109 92 9 193 15 34 301 302 5 634 383 524 8 5265 3574 1 1 203 8 380,0
447 21 1 1 1 337 1 18 120 92 7 378 5 972 1 214 3 1 1 115 500 204 5062 8 1 1 32 8 32 9 45 4 584 1081 1 7 9394 33 25 1 12 165 218 45 34 2989 1 6 345 358,1
10 212 11 21 2 193 275 3 14 1 16 9 2 834 5 1575 1 1072 151 24 4 813 3 11 7 4 402 2613 5 86 4 183 254 14 1 80 29 5 2 4098 608 8 2 3568 13 2 230 7 402 2,1
165 228 185 6 2 8971 45 76 180 3 973 16 1 13 2 2477 1 6336 109 290 4 1 42 108 6844 24 2989 6 42 8 11 20 1653 1 196 27 2 113 301 5 25 1888 1413 9645 392 25 113 236 6 1269,1
8 34 868 8771 1 5364 1 5799 13 10 14 2 3166 1369 31 4 2818 4792 467 100 2 18 3074 38 48 7 47 6918 8 1294 12 5559 1 1 13 2 8587 7 125 2626 1 2245 2 1 1746 1 207 25 2047 19,0
701 8723 1683 1077 2 647 5 4 3470 1 1 3 34 1326 6580 2956 1777 36 186 582 8 2 193 7788 2234 34 2412 869 16 2 343 5 34 2787 4286 2076 11 8 397 7 22 38 1644 19 49 7 7 63 3925 5,0
1230 404 5 50 460 11 7 29 5 143 96 12 23 65 5192 3 23 82 22 118 135 73 29 5 2 1013 99 27 12 74 24 154 29 5 2 87 1687 688 635 3 28 7 468 6 20 1 13 52 23 24,1
11 1 755 745 55 696 464 9 7 1156 3 5881 6 65 86 1 376 1864 68 27 9 7 81 1 15 6 49 501 5605 68 1 1000 1864 56 29 562 2887 1 1936 7 53 1594 187 32 24 802 2887 114 34 310,1
73 141 34 1004 191 193 328 3 10 117 94 37 688 136 5225 2981 1 1 3 1 1881 62 6 3200 2 87 821 981 7555 1 2259 1 7 29 5 2 87 1646 18 5 11 548 314 52 11 239 5 460 1718 30,1
2 2592 1736 1 20 10 26 280 7 81 838 2 1 2 1597 115 136 15 9 7 181 2615 6 27 101 6928 6 6840 54 30 1 224 19 9 820 1 6 75 1 5062 15 9 271 323 4 5364 640 1200 1 15,0
11 204 4 108 79 10 427 9 15 4 544 19 9 891 38 6875 12 10 41 624 6 707 9 10 175 198 11 4 1 710 79 9 57 27 1 29 150 100 2 77 10 233 554 131 231 12 297 324 152 131,0
1 1 1 6327 55 365 4 20 12 1 724 21 2 1 647 200 2 1 3 25 526 1 6327 17 4 66 174 15 968 15 2 29 11 20 1003 6 370 30 4 2158 2 173 992 6 370 9 6965 6327 55 365,1
10 212 11 18 21 2 1889 5 2 694 1175 710 3 10 68 62 787 12 221 7 4 1 13 2 111 5 2 640 465 7 155 177 50 19 2 426 20 7 41 38 7344 348 10 99 987 2391 6 810 142 9,0
2 18 45 2 5801 87 3274 3 1 279 5 97 18 195 106 8 4 201 60 478 9 515 203 100 2 583 866 1 1283 392 136 4 1552 236 10 14 725 59 152 139 58 8 7329 52 59 188 776 2 1 8,0
10 14 147 11 18 31 29 5 55 626 60 61 7 144 144 538 31 316 605 44 4 18 149 616 70 10 371 1483 2409 3 26 6 7803 2 1 6 788 1 13 31 89 10 199 174 49 10 69 6 82 229,1
378 333 7 4 85 238 119 187 100 147 47 702 127 3 127 176 195 1615 12 481 916 348 3 35 292 6 8071 531 37 2 971 190 4 167 417 48 7 4 167 5 216 19 48 24 217 52 30 916 872 30,1
310 659 6786 43 2 1643 3 3627 7447 200 108 1195 4179 1 1 3523 2 7170 9202 3 2 1720 1 2527 49 9 155 488 46 6 27 7 4 3158 5 4 9432 6153 9273 1 3 25 3274 647 16 2 364 5 2 190,1
22 62 123 2 96 2133 1851 9719 504 1 517 1776 19 28 81 1077 8 25 8330 33 743 428 5 7875 2112 1472 5461 1776 45 9532 8 4528 2 503 37 11 1136 153 132 9719 7 504 346 6633 2627 13 251 76 1 6,0
10 41 455 6 924 4 1561 3428 6 32 143 83 36 198 11 20 4 84 710 79 35 103 9 207 158 40 12 30 348 13 13 1910 2 2983 2 20 7 22 984 6 27 41 4 216 30 188 47 1122 6 9,1
11 207 4 84 18 30 249 6 105 17 2 89 60 187 9 45 390 56 1 1068 31 32 52 23 350 6 105 9 176 9 204 38 348 23 26 6 473 9 125 10 198 11 18 4 46 5 0 0 0 0,0
1 7 233 22 2 20 6 105 44 317 22 4 517 1903 328 141 4 193 328 3 495 2 2075 5 2 20 2 279 282 819 19 2 89 40 38 224 67 44 317 4 1 13 10 1215 260 2 89 224 24 1,1
11 914 85 3266 45 112 6 82 16 2 89 29 1 1 7728 285 50 608 7452 7 888 3 204 1 1 716 8 11 3 7 619 15 626 4 2087 33 1 1 1 1503 93 11 4 53 722 18 16 50 111 3,1
10 175 377 2 246 20 10 26 1 429 5 148 3 308 1 23 2596 1189 33 121 243 3 103 52 78 27 11 20 1 11 7 2 203 20 17 1 11 20 7 4223 6 93 83 260 12 1 45 47 1 501,0
10 280 11 20 16 55 238 127 4 201 1 3272 2449 10 222 1 12 287 8797 12 74 105 9 153 10 152 1007 72 696 356 2 130 5 2 20 52 4 415 1 181 5080 19 3021 149 6736 13 21 2 77 590,1
73 11 7 1 1004 191 173 7234 2981 2962 4 20 43 4 821 1004 191 173 1 2981 100 151 3 151 5 6414 2691 191 842 9 480 264 17 7234 6 2783 613 37 1225 3 28 387 1 43 6817 1098 1529 28 938 9639,1
868 9 7 29 5 2 246 94 195 120 106 3 10 384 120 55 338 3 10 67 186 1089 46 5 250 2351 747 224 22 6 719 107 348 9 7 1029 1397 367 1 88 1 295 839 82 35 2456 2597 1045 3 1948,0
147 2 234 702 10 2020 4 243 705 37 55 1614 9 1164 2 1268 1195 53 9227 3 2270 3 48 7 4 383 9700 4 134 3697 2 1 28 7 1 15 529 3882 1 564 28 45 41 2289 142 2 1 1703 3 1421,1
22 62 135 19 49 67 35 520 11 208 26 76 1 13 425 5 1 6 5375 1073 1 79 11 7 29 5 143 1060 3212 13 12 109 140 26 76 7528 92 9 1 6 27 4201 704 13 1968 33 1968 19 197 2,0
9 208 26 76 7016 6 6004 2 1 15 2 1252 3694 21 11 2099 5 4 20 233 4306 2 1 1 212 49 14 1499 3 69 1 334 72 72 51 5 2 2745 883 8 2 449 627 91 1 455 6 6 93 58,0
50 18 53 169 23 68 22 527 72 37 4 20 39 11 1 2441 7 34 542 5 2688 96 4 320 610 19 157 2883 1 6 4 7611 542 37 2 610 4859 19 2 169 67 1 4 383 3285 3 4 569 1 22,1
29 5 2 87 1 1 1 5 32 60 4430 4713 14 81 29 5 2 87 1041 5719 5 2 169 3 4520 13 9 624 122 15 678 120 100 19 52 1942 1 801 28 152 184 6 924 97 51 9 1116 80 11 3007,1
452 73 10 199 9 140 27 4 50 218 19 9 14 22 257 2171 1 412 48 7 157 6 1 108 513 17 206 600 1 167 5 681 3 263 7 38 4754 12 23 99 22 260 9 2 115 7 735 37 2 435,0
