sequence,label
2 134 16 2 1775 2758 2 18 7 4 519 622 2182 17 1257 2923 19 992 1 15 4 50 1270 5 4,0
713 151 589 10 64 455 6 65 11 18 21 2 460 19 10 1019 9 3 91 2407 43 9 452 457 222,0
11 18 14 674 10 280 9 132 1 4 7046 5 1 1 1 9 14 64 920 141 178 245 23 24 413,0
16 7254 7974 3 783 6492 8 4 18 23 829 11 29 466 139 342 19 49 68 10 131 11 14 4 498,0
8939 5 14 4 550 3211 1005 662 3 53 210 191 499 3 8 29 660 1249 2 89 795 5 14 1963 1834,0
10 69 6 816 4 351 5 94 17 55 112 3091 17 162 151 3 59 1476 46 2 1 2565 2 813 5,0
10 212 11 18 21 216 1367 4 168 217 11 18 14 178 50 30 34 209 1217 16 2 122 5 5376 1848,1
310 3177 5832 774 1220 5607 3327 8 29 5 25 113 275 353 30 387 1 15 25 113 3 10 175 64 1652,1
195 41 106 11 20 8 4 1230 1 460 138 8 1 3 229 2 1 971 7 1 1198 189 1809 16 53,0
11 18 14 927 8 2 1523 15 4 216 9 7 34 1432 1701 9 309 70 1147 6 55 3022 10 1616 9,0
86 68 4 18 27 186 2726 3 3560 11 29 123 9 16 4 1 2237 56 29 474 63 2484 6 27 1,1
1 659 43 86 4 383 516 5 8962 183 331 26 318 214 547 3 855 6 1 3 9846 2 1832 5 1,1
10 199 446 27 3337 242 8 4 1 2421 3 3281 1360 242 2 1489 1300 7 4 1 1 5 396 37 1153,0
1322 26 51 2366 2459 125 121 1 71 147 11 665 4 2983 6 75 23 6 816 4897 302 5 2 4897 61,0
10 26 205 293 12 47 298 33 63 53 921 41 175 27 5816 6 20 3 11 29 7 4 2313 1 13,0
29 5 304 7186 113 96 2 1 149 809 97 1684 1302 5 2 296 1195 302 2 1512 461 2131 14 606 17,1
88 75 70 342 10 4668 11 18 57 27 359 10 1112 114 10 486 9 34 916 469 1267 6 871 2 62,0
10 377 147 11 18 16 55 325 52 74 67 151 172 19 2 920 150 7 12 10 109 280 9 100 12,1
10 118 12 47 96 10 384 1945 96 12 24 53 84 96 24 107 4921 15 85 460 33 736 1333 62 79,0
10 253 11 1520 8 4 1 2 669 408 2141 1141 69 5 5939 61 24 1 729 933 2141 1 2 134 36,0
2574 7 4 191 20 12 14 4967 592 21 2344 94 8 3575 3 1038 9 451 6 27 7365 43 291 217 4,0
29 5 2 179 12 10 39 43 1 2805 7 12 28 45 2 3372 6 182 658 12 87 83 3683 6 2,1
1693 52 10 139 21 4 7803 5 2 669 363 408 10 415 931 2 1 94 6 70 2 1092 7113 509 4,0
8 4 190 116 1792 68 421 1396 23 1087 2 426 18 5383 35 57 757 89 125 44 23 6713 21 147 11,0
23 26 6 371 8404 52 23 65 12 517 6453 7 935 2 180 5 97 18 10 466 139 142 2 1052 5,0
3587 3 3223 24 108 5 2 7784 1286 3 115 764 5 2 1470 963 3020 12 2 3508 117 38 72 61 7,1
1 489 264 6 27 156 9344 1 5259 17 1802 5215 15 2 769 33 61 6 692 185 34 2378 19 9 992,0
52 4 383 1 758 1 1 1 4 1338 1909 37 25 1801 2 5266 1 1 3 2271 12 2 1909 7 34,1
10 222 4 221 38 10 14 53 1 6 105 2 18 79 10 118 12 793 5287 1151 6 27 8 3840 1,1
11 18 45 136 1 919 824 1 6 32 30 133 281 564 15 6 93 23 103 35 974 5 63 386 21,0
703 29 5 2 113 259 120 92 9 41 204 124 16 1 13 17 70 29 5 2 2240 1013 17 11 14,1
11 20 7 22 64 4 969 5 2 8596 20 61 7 310 9 7666 2 274 1 134 45 76 1 3 2273,1
251 106 77 3128 1409 16 5039 3486 8 95 10 68 131 11 7 55 482 5 2 51 1120 514 2 693 24,1
5880 2977 43 5004 5 2 376 1106 24 605 193 1 17 70 2 87 1687 150 43 331 5 3034 7 86 72,1
26 23 120 253 638 147 4 20 40 659 3 251 6 1002 638 145 37 1954 179 39 56 88 82 9 56,1
8 2 433 526 4 1813 861 3278 17 4 964 134 5862 664 4 541 8002 1909 11 20 1 32 5 2 246,0
2 66 17 2 1 686 4011 5 3315 7 569 1 5 1105 1 730 123 242 16 2 77 5935 34 4775 4371,1
10 14 4779 33 11 20 10 26 76 2694 1 1 95 3 11 20 1164 70 2 1349 3 1 5 25 151,1
10 88 118 44 11 4205 737 18 14 1391 15 34 1 795 6 2 680 1761 19 9 123 26 104 5 2,0
1 9145 1813 1 8912 7082 8016 8100 7875 698 9986 2069 56 3665 40 8440 40 3521 715 40 389 9 7 286 31,1
10 605 117 128 94 198 70 4 50 172 919 18 97 268 19 11 29 14 313 373 2 111 14 372 206,0
9 14 1835 984 6 27 4 20 12 2138 1395 57 340 8 19 52 2 1376 395 75 90 35 188 2 790,1
22 158 86 68 241 4791 11 6 5055 6846 12 7 390 650 48 24 56 890 11 7 22 158 127 2 399,0
2 210 66 3 158 1415 102 405 127 73 17 4 1548 485 9330 996 18 217 146 10 424 9 9 14 249,1
219 157 162 8 11 18 157 23 712 199 43 154 157 23 712 549 154 2 66 5 4 909 134 36 7,0
597 11 18 7 525 264 6 867 3 41 15 4199 6 810 142 7 1460 9 53 2499 81 597 12 2 1782,0
577 2101 15 2 1163 7660 2201 1373 1 7 2 274 110 8 11 20 31 2 435 10 14 520 12 1373 57,1
31 89 2 18 451 6 27 398 85 35 69 2 102 1 1 115 451 6 27 164 8 2 203 453 187,0
29 5 55 482 133 7 31 2 435 52 3965 21 4 1813 1 1162 6 182 34 1 5637 8 63 6283 240,1
781 23 212 2 20 3 10 212 2 20 289 44 22 48 24 948 5 115 1 46 48 3 48 7 390,1
2 1 1045 3634 3 783 24 31 9 176 16 4982 3430 2 3262 5 77 96 12 26 3123 16 4 167 5,1
1707 1203 1 13 3958 13 195 106 18 8 1018 38 9 232 27 12 10 1019 47 1 13 450 47 5247 8,1
10 280 11 20 16 4 425 5 1642 5351 39 4 1 2285 8 2 1 48 7 56 762 12 54 44 23,0
11 18 7 310 3 10 57 355 2694 9 17 241 603 669 408 1141 5493 9 40 54 124 23 99 746 9,1
10 433 55 365 31 4 53 183 1 183 8 1 10 26 56 1 5 1 2 151 10 26 1756 104 179,1
10 212 11 18 17 2 89 60 41 4 335 132 589 44 23 952 70 9 123 22 75 2 1054 9 986,1
2 337 571 33 4 162 808 2857 8 346 71 151 6 93 4 3551 20 2 89 107 2715 1 636 3573 61,0
10 2628 165 694 337 5 2 60 10 433 132 147 11 18 64 1 10 205 159 9 264 6 4592 125 4,0
73 100 291 217 142 10 126 26 56 306 49 11 18 7 43 79 177 1112 9 1228 6 5907 97 144 616,0
52 11 215 3141 10 280 87 5 9 10 103 9 14 413 6 27 4 201 615 215 8 2 5633 5 2,0
2944 16 2 2378 7 4 717 76 48 154 755 12 109 181 6 159 97 2829 56 511 86 2821 180 3 862,0
251 326 32 5 2663 3678 1150 10 14 6589 266 959 6 4 2194 1270 5 1 261 229 1 2 6860 69 76,1
1203 6 368 49 64 581 89 23 26 6 27 4 3519 6 788 1134 8 144 311 6 103 1 3 22 8356,1
1203 1203 52 10 212 4 4212 17 11 18 10 199 9 14 164 6 27 1 4 1034 5698 756 19 15 87,0
10 2456 581 664 11 18 52 10 14 266 17 137 6 105 132 1943 6617 10 155 666 6 2 74 2302 79,0
47 115 1203 1 13 2 1 6549 2945 1 15 2 89 2302 17 331 7 4 588 1465 15 14 30 4425 5,0
323 16 9472 1 1 1 1 1 1 1 1 1 2003 688 1 1 7 29 5 2 113 7004 688 2778 1,1
7248 3 1325 536 2 1238 6 93 11 1 510 822 439 1 163 21 97 687 77 71 1 7248 1 1 13,0
49 34 1416 993 5 4 18 2 409 17 11 20 57 26 23 260 9 7 7469 881 1 1 881 1826 4341,0
15 34 6493 328 5 1400 20 3 4 393 258 6 3641 4 5465 861 17 1 8 2 4830 5 1400 1472 10,0
11 243 969 5 2 1493 6966 352 7 5069 6 2 210 1 13 89 2 50 179 913 2931 7022 160 4 1251,0
4 2088 112 755 1938 16 1 1923 8 25 1 1 3 667 21 4 1 8 1 30 32 3582 3 1 15,1
5304 69 4 585 6 93 4 963 1695 1556 323 2 414 5 2 713 1 3 2 790 66 120 539 3 302,0
452 3268 2 2194 7 22 43 6 27 4882 125 30 1 17 6523 834 3020 33 11 29 10 1025 11 663 5,0
73 44 23 24 266 17 4 85 339 1152 18 11 7 9 56 18 45 69 38 104 1576 367 483 339 1152,1
137 43 2 329 172 4091 3 2 77 216 625 5 2 1429 2247 1 7 706 19 35 24 108 273 96 8,1
1727 9 7 9138 1 12 1 1 14 2739 3936 33 2 1 418 35 26 76 35 24 35 78 27 695 11,1
38 73 223 2 1192 438 214 3 2 353 67 2 113 30 81 34 1139 66 360 12 895 4 1843 6 121,1
169 2 4252 2095 7 29 5 55 4027 482 94 187 104 456 5 2 272 26 6343 12 2 18 69 53 112,1
161 15 107 1 10 5630 23 11 2092 7 231 19 6885 19 10 5630 23 11 7 53 72 34 2281 20 3,1
304 2131 7 29 5 2 87 7134 3 113 2020 296 904 8 2 479 5 20 25 403 605 3255 16 2 915,1
8 2119 3290 3 5390 1 6767 3 1 63 98 142 291 3177 636 2974 12 2732 3701 1043 1046 4 1 6823 37,1
1437 82 22 326 11 44 23 103 43 147 12 18 257 9 57 27 4 429 5 60 33 2 98 2 115,0
1309 66 45 34 209 5790 1167 812 865 1 2496 148 3209 1984 16 8769 6822 6459 7872 5 2 172 331 662 1,0
1 56 1 56 4808 7 4 1246 1266 20 3 4 2041 37 2 104 9548 1 1557 94 107 92 2 1 3,1
29 122 892 7 34 3890 404 5 20 255 61 1421 76 341 2 1054 9 986 30 878 641 5 149 82 9,1
21 5050 837 2900 67 506 19 459 1040 8 34 261 2691 1361 35 67 2 1369 5 4 1518 1 33 1 603,1
52 10 131 826 36 23 232 1 58 34 1366 5 836 4049 40 2626 1 40 270 783 1 52 10 131 578,0
1413 3823 7 602 15 2 4027 9966 636 5 2171 1 11 18 7 85 79 9 14 4 167 51 144 3 2707,1
10 5557 1224 1 9 14 5530 31 2 415 5 2 1 5284 21 2 1829 2702 2005 8 1 9 14 4 706,1
10 78 205 103 5 454 6970 15 1 4681 44 10 421 6 27 13 13 899 973 3 510 2196 893 1 2623,1
1 3493 8 9671 185 14 22 4340 8 2 6548 5 1 2 1 69 801 6 139 17 884 311 11 7 4915,1
8 363 8 2 169 3 169 10 103 12 165 1176 68 93 4 915 533 3177 5832 2 168 217 35 350 9,0
132 2 4796 3702 14 4 375 119 9 14 81 53 1 47 85 702 47 2272 514 3 104 8 200 88 260,0
141 31 4 1872 17 631 11 18 7 643 2613 10 88 260 48 7 4 1080 21 765 12 45 4 660 12,0
2 7964 515 125 266 2436 16 4 1696 321 129 33 4 2217 1578 484 2 2217 397 7 178 619 101 3 276,0
2 162 2258 2168 70 1 149 26 6 1304 47 1 1618 6 410 4312 176 30 2 166 150 127 3 127 207,1
580 33 1648 7 4 178 50 18 54 153 2 115 6729 323 31 4 1 1017 49 16 2887 1 110 366 32,1
86 11 20 14 92 16 38 104 193 412 7 643 70 11 7 4 372 1558 8154 20 16 2 246 111 97,0
34 1060 1 1 5671 5 1 1755 8 61 74 815 112 51 71 4 2599 414 5 25 4156 302 74 26 6,0
11 14 34 310 119 9 354 21 6149 145 347 8 3374 3 10 377 7920 1 37 1 247 2 1548 3058 573,1
11 18 45 2 161 3 227 5 251 76 262 295 8 4 511 5 1 5 39 1348 37 3193 751 8 2558,1
4 167 5 191 456 292 6 117 6623 38 10 466 27 53 1041 8 597 12 10 253 9 6 27 240 348,0
7 11 4 445 1 40 4 18 8 32 3906 10 280 11 29 46 5 1 9 7 4 53 193 429 5,0
73 2 18 14 56 372 19 1 1061 2 275 285 114 22 82 4 50 294 5 54 1823 2 2993 5 1,0
10 222 22 597 12 316 5 2 1 14 498 19 9 14 237 37 85 1453 31 1416 113 10 181 153 12,0
1 1298 162 20 3449 3477 4356 311 5 2 2104 2 89 2650 1270 5 2 210 663 45 76 8 943 17 43,1
300 2 2659 311 4 4756 3105 1729 6614 46 8 4 3922 9494 2060 394 116 2 415 4231 3 2 1541 5 2,1
48 24 108 18 2231 10 78 205 1 2 89 14 312 340 1577 17 2 89 60 31 2 607 5 16 55,1
11 7 4 345 1871 3 1 20 1 1697 24 2098 525 3140 3 73 4378 2 396 7 9242 1 1 56 762,1
85 111 85 18 44 23 24 520 5 1381 65 11 18 89 2 2849 4236 196 26 1116 19 263 324 7 2,1
169 544 119 16 1 380 9023 331 17 3845 15 23 68 527 35 24 4 1555 31 263 35 82 127 2 256,0
44 23 24 266 17 742 2452 23 1 121 1602 11 7 4 1 386 18 12 14 1 1 6 2712 83 8,1
3406 254 149 118 49 9 474 6 27 7 9 4 216 7 9 4 1 41 149 118 49 99 26 76 4,0
2 3652 5 5116 16 4156 3 421 218 16 817 160 11 4 289 163 5 547 2 2593 33 2434 517 7591 7,1
48 24 1203 1634 185 4 2903 675 1168 29 6409 2885 6691 1 4463 1 6783 17 4 1337 558 3 1180 185 4,1
3 4 1 29 6 3819 31 29 220 2 3292 2947 5654 6 303 15 1 13 803 16 2 3427 4128 306 12,0
587 234 316 10 212 2 190 4752 5 831 1 2 5063 2 435 31 2 1 1925 1383 5 1115 96 16 32,0
29 660 6286 13 2 183 8037 276 50 19 441 2400 220 17 12 1521 2 18 7 22 662 31 2197 13 2,0
27 2643 33 2 360 21 2 145 5 2 949 12 1 4 66 1076 127 1 1 48 207 4 150 1678 43,0
424 1603 119 9 14 4 2291 3 22 3863 6034 61 57 26 76 85 101 53 9914 3 4141 205 1719 2 503,1
2 66 360 5 4 1439 117 17 34 1277 941 28 679 16 4 1 401 3 21 2 1814 505 5 2 190,0
7980 48 10 280 2 89 170 52 9 354 46 3 10 88 377 251 309 136 4 84 1346 21 70 15 11,0
10 1025 12 11 7 29 5 2 53 113 702 5 2 426 1 62 1 57 27 2 655 6010 1227 5 930,1
56 511 49 797 549 2063 7 22 4 50 18 30 22 267 2 8581 5 127 108 600 6 105 1 3206 2254,0
64 30 4 2061 8622 5 4 20 30 843 615 60 7 53 73 1 16 1726 883 2 364 24 3181 1 1,0
11 7 233 2 113 18 5 2418 7094 460 10 82 355 9 107 34 1512 461 16 56 536 5 218 3 3582,1
10 118 12 2 144 66 5 112 793 7 4 167 51 3393 71 11 1 3 1560 841 5671 19 91 1371 112,0
11 18 7 1 113 10 126 175 75 194 5 147 47 5 25 113 2812 120 10 81 39 2 84 391 8,1
1511 1 181 6 27 258 6 27 43 2 2268 1511 4512 3 3865 1 6410 58 1 5 5457 1542 33 463 7137,0
15 4 5259 1 10 14 266 959 6 312 11 18 261 15 9 69 1 1 8 572 13 661 1 1 335,0
10 3096 131 6806 1 1 7 33 237 2 113 191 445 6 26 120 76 92 195 247 5209 440 1212 2517 3,1
10 212 11 18 4 60 589 79 47 5 55 325 455 6 816 9 3 10 188 5732 185 10 748 15 113,0
88 75 70 342 1 14 4376 3 7 400 2 113 1 445 6 27 447 21 2 3107 19 2 215 69 2828,1
107 34 1 534 11 45 76 4 805 4279 8 55 401 3266 10 88 421 1344 776 2 277 116 11 18 290,1
417 11 349 7 201 50 1527 17 1 456 3 9 45 4 655 1816 227 19 186 2 1012 3 111 24 38,1
4 2337 201 1256 5659 1 16 739 1 7229 1 3 2 1184 6 1 30 202 6914 1 4 383 4360 507 933,0
1 1 2936 1 9284 1077 2 459 5 108 2899 1 1 4165 1 4 2602 36 392 2 1408 2 5951 132 235,1
29 57 103 12 16 32 2 7459 472 3 5794 12 405 80 11 4659 18 9 57 4370 137 5 2 1274 3,0
10 280 11 18 52 903 1852 9457 1 1 21 1 54 28 395 93 11 18 722 2 62 283 10 280 9,0
263 7 8868 7 4 1 2919 5 137 51 71 336 5 2 3148 1 1 663 11 315 7 51 43 1253 8,1
3416 3 42 1285 1610 807 80 63 162 3055 3645 1 1780 34 172 8520 1261 12 3416 290 4 3731 1 9 45,0
10 26 106 11 18 428 217 9 245 7 29 5 2 1 218 1409 5 2 3835 38 10 103 104 726 57,0
1707 88 54 1129 147 11 20 8 97 784 30 22 54 267 1 37 2 2787 165 226 5 1666 45 51 2230,0
11 659 5360 4 66 2505 8 1 2184 272 2179 362 60 61 14 7305 8 9 2674 2 1496 1 5 2 5445,1
10 62 645 12 10 69 2 50 288 6 473 11 18 125 8 2 435 52 10 670 9 14 372 13 13,0
195 109 76 4 620 328 5 6446 96 107 4 6446 195 205 434 12 2 476 14 101 1 6 2 1 1832,0
10 199 9 14 512 9 14 85 147 2 1 4403 244 29 5 95 185 1 1 126 561 2 166 28 69,1
15 4 328 5 479 7214 3 1115 1 7988 119 1762 70 8 37 2 1 9 45 1 7107 2 1284 24 819,1
44 2 5937 548 6321 4 167 6 2389 5291 9 81 45 4 7297 5 1 6 5833 1 4 134 12 14 1501,1
86 104 5 171 645 12 74 99 1360 242 1081 3 2701 1 3 27 962 87 5 171 10 1668 3440 74 855,1
11 7 4 115 2619 18 3 525 420 157 5841 40 210 747 2 115 19 1 9 1053 323 31 4 85 1017,1
32 2 158 179 1499 8 11 2721 7 447 21 2 274 110 1233 107 361 4 84 365 4 84 691 40 1279,0
48 24 104 50 179 43 2 162 1 219 2 2550 1 608 17 2165 3 17 463 61 2 108 1638 247 3572,0
17 2 2164 5 2112 300 190 311 1550 6397 2310 14 1674 80 2 1 29 5 2 1917 7 6397 2310 3 2,1
10 712 205 76 4 328 19 2 119 2017 21 70 9 282 356 100 917 12 10 624 6 65 2 1 5,1
52 10 549 12 6439 1 14 8 1983 8 11 18 55 1364 12 10 57 105 2 426 18 67 469 2 62,1
1203 1501 1559 1115 1 3 10 334 2 2781 3219 12 195 76 258 6 105 17 127 4 329 195 388 1861 6,0
30 22 4 18 19 34 5709 13 22 2 626 861 2287 10 199 9 57 27 101 104 179 24 1499 31 278,1
287 21 128 9974 45 1 12 2 213 150 7 107 9511 33 2 113 444 5 2 1994 2793 4 444 28 1421,1
10 748 147 11 6697 5 2 460 52 10 14 739 151 172 10 26 109 76 2 166 229 1091 6 2 1,0
11 20 7 402 17 127 2 399 872 989 1770 30 4 20 23 68 448 31 37 2 111 6 2 372 989,0
11 7 156 5 577 1 2127 1 27 1100 2 62 18 235 92 12 64 152 163 14 1519 6 2546 3 5593,1
11 7 4 73 510 20 37 304 1 36 14 22 4 85 173 19 36 114 93 47 477 96 575 2 315,1
10 14 4 112 3774 43 148 3 111 8 2868 91 2936 1 1 3 6829 1 354 9 14 4 201 60 12,1
23 196 184 6 118 58 991 12 10 222 22 4 6446 983 4 50 611 5 143 36 26 458 6016 11 20,0
11 14 4 320 20 9 69 4 209 756 12 14 2266 178 73 8 2 305 170 5 2 20 2 756 1831,1
11 7 29 5 2 124 4300 4330 1 3 29 5 2 168 6 1630 42 6 9902 42 2792 15 4 1565 3111,1
1148 2881 14 34 2127 1 3 1793 65 526 5 1 3 7000 2596 1 19 1322 109 470 9 37 42 2356 138,0
6 27 1100 2 18 14 38 498 12 10 424 9 109 8 55 122 26 4 106 136 4 372 18 10 14,0
141 4 193 328 5 169 914 19 11 7 22 29 5 55 2609 132 2 1104 509 2 18 14 4 1247 2182,0
11 18 207 267 164 6 2 2145 6 105 10 114 3 10 152 39 9 2 281 21 2 18 24 64 73,0
10 152 64 6557 21 2 3661 1 1331 5 2 66 257 2 2920 1075 31 2 435 24 53 963 10 14 64,1
141 4978 10 26 4 1387 3331 10 26 76 582 8 2 171 229 10 26 4 53 1090 1 403 141 1015 1,1
450 30 1 2 87 209 179 43 11 215 24 22 2 1 40 1 61 132 1276 24 112 51 71 1 31,1
7047 8975 311 5246 16 1 1 41 86 1 1577 68 27 261 6 2 53 83 36 1087 3276 600 3 1 6,1
11 14 4 178 50 20 141 22 245 44 11 7 1059 4 1437 970 19 10 152 184 6 182 4 585 586,1
10 395 370 44 2 1954 5877 14 258 6 27 4 1885 2361 125 40 4 1 4382 2202 8121 3275 128 467 287,0
369 2179 1909 14 233 92 16 2 113 5 3220 19 9 3016 46 4 2166 1810 727 8 2 449 1 13 2,0
10 280 11 79 10 199 48 67 164 6 27 4 167 5 494 3161 3 619 1706 6 1 31 470 10 14,0
10 260 1 7 4 3284 774 5 7191 5498 1328 42 48 24 56 77 412 8 2 20 3 42 228 7 4336,1
87 4736 195 549 5 11 20 64 211 185 6 29 150 9 207 3763 417 2 180 3 862 7 661 2 166,1
10 118 2259 195 76 80 9 201 154 9 891 4 1989 6054 10 424 1 154 87 83 670 49 1 7628 54,1
11 18 7 41 22 267 121 60 30 1 664 1 1 2713 15 30 62 1 6823 2 115 7 29 12 45,0
10 979 196 1866 12 11 1614 482 14 1222 15 4 269 257 195 106 4 85 744 5 330 490 94 229 91,1
249 18 85 17 2 332 35 253 9 53 420 655 717 19 48 24 4 168 2516 85 18 6 105 44 317,1
1202 717 682 119 43 4 134 36 45 506 25 338 33 1 42 185 52 1634 3 4923 28 69 1 46 135,0
4 162 505 6 2 66 5 3023 3 2323 7 768 6 122 33 173 1 1 87 1992 1 2284 5 1575 3023,1
44 797 69 461 8 121 122 361 121 202 40 33 287 546 6 23 2 5334 5 1481 11 252 19 8 55,1
10 455 6 65 2 18 79 5 34 8418 8 4 20 3579 9 282 4 550 1111 29 33 2 3896 2 756,0
30 4313 6 65 4 18 12 149 8871 5372 8 11 29 2 1 857 42 238 6 75 8 1183 16 856 40,1
100 251 106 3 424 1 417 10 155 424 1 10 801 6 350 156 4973 4410 20 3 10 1476 46 5830 79,0
10 212 11 18 278 21 538 316 243 3 670 9 14 2 113 18 120 11 7 29 5 2 168 6715 94,1
831 1 114 4 85 228 15 2 3274 365 603 482 112 254 1406 8685 5 3864 17 12 28 986 32 2 1054,1
11 20 7 821 17 428 2492 4 1 230 17 278 8 1 1472 33 2872 5213 47 53 50 353 4 6890 349,1
6471 30 22 64 15 50 15 2 77 1 2 1714 24 155 9836 5 77 7628 1714 39 2421 1 3 54 1,0
11 7 29 5 2 168 96 116 10 1129 2 20 3439 6 27 34 5185 21 2 210 272 2 66 7 735,1
11 20 7 4921 33 47 15 4 352 195 56 306 135 9 7 372 6 2 220 5 107 1345 2 62 1794,0
903 7 29 5 143 94 116 257 23 103 12 9 232 139 323 7609 667 58 3207 23 1 175 211 58 16,1
11 18 14 1416 1194 2 173 3 1 27 1 37 255 94 1396 2 1 115 3131 4 2941 173 247 33 2,0
10 222 4 193 328 5 191 94 3 118 4 167 5 6082 21 1474 1778 504 2 173 5 11 29 4401 6,0
11 7 4 112 1 17 4 191 18 19 2 490 7 124 71 23 232 527 17 4 688 62 774 21 878,0
32 23 99 120 431 17 44 121 4 4981 1 205 1 25 862 2935 122 1 41 17 250 800 732 44 23,1
8305 1275 1195 2255 1 3 25 1 1 4 751 1907 12 1062 95 1543 142 2 2842 5 1 25 1 24 506,1
73 67 6 371 11 7 33 237 29 5 2 246 96 195 120 1420 50 284 6 65 10 466 970 21 2,0
1203 1203 1 7 4 673 92 755 598 8 2 171 33 89 1989 4786 7 832 1 36 45 6 551 25 2082,0
73 49 68 10 131 43 11 18 141 9983 10 99 139 21 43 86 359 11 18 7 1396 153 2 29 150,0
48 24 38 104 8009 6 285 21 2 407 5 2 1 84 6188 12 10 88 118 116 6 873 10 78 131,0
5590 285 92 4 162 548 5 1 484 1 5 11 96 45 22 188 101 72 284 17 93 9 19 10 103,0
1 45 341 171 4 963 18 1 1511 8 2 501 25 362 20 1892 14 29 5 2 246 94 5 32 60,0
89 125 2 89 150 12 354 6 55 339 100 10 1751 11 20 234 316 14 135 2 407 5 4193 79 10,0
4 3287 8 2 316 7 4 20 12 14 1279 3566 33 18 456 31 1010 637 6 30 1723 61 14 594 3,1
11 18 14 2 246 195 120 3983 13 9 149 292 6 26 4 115 19 2 60 23 885 11 7 237 643,0
36 2 2027 69 2 1839 306 5 1012 7130 1991 8 11 20 9 140 26 76 3689 1 941 32 2 98 31,0
2 66 33 3646 1 7 4 1 1 20 7 4 7026 28 1440 5140 133 5 2 1 1045 164 127 4 734,0
11 7 4 1560 722 6741 20 9 7 158 3 500 602 2 1996 7 4 226 1319 229 9 489 6 5693 263,1
5975 1203 13 13 5489 1377 739 83 2948 1 5278 4084 2715 1 5333 1 1493 1 1604 4277 3969 2054 5932 8334 1,1
15 4 1802 1583 29 68 62 1088 11 18 48 24 168 94 12 119 1 15 11 29 123 10 57 117 6,1
11 7 4 85 216 1 49 9 14 39 6 421 362 1305 6 2518 1 19 81 259 12 186 274 102 24,1
2 180 7 9151 2120 3 1 11 656 7 310 2 214 7 2088 15 32 5 3115 1 214 7 3 7 2315,1
2 18 1 1695 1 3 7588 38 72 12 9 992 6 988 4439 3448 436 2 321 8899 21 97 687 33 5485,0
11 7 623 29 5 2 246 94 10 26 120 106 10 117 875 94 3 10 103 156 20 33 2 166 173,0
44 23 184 6 65 144 2018 5 49 4 6377 3 1 1312 68 82 6 1 83 11 18 1504 9 326 49,1
1 16 1 33 87 1333 52 9 89 1505 9032 45 979 223 2 6281 5 2151 243 10 377 312 9 21 30,0
2 66 7 43 1 1 1 36 7 1587 1554 2152 8 335 28 1340 15 4 2152 17 3884 8 1554 1 1125,1
9756 2202 262 32 25 1890 509 11 29 235 1 1371 3 173 5 11 6725 1556 43 34 5614 6467 3 30 1841,0
10 103 12 833 185 8 2 9365 1 170 5 63 518 297 1151 1610 8394 41 4 112 226 132 25 119 7,0
11 7 233 55 225 482 418 10 1513 8 6902 1 17 177 47 60 10 68 370 23 48 7 56 3306 40,0
44 1322 39 4 85 4770 5483 993 91 601 33 32 769 119 11 20 6 287 187 9 7 609 12 23 8,0
11 659 7 4 3026 5 658 107 318 17 384 4554 2 192 12 9 7 9828 33 2 1 1312 392 9 4,0
10 455 6 105 11 18 79 5 1 1 19 59 62 45 4 4336 170 8 9 3 42 110 207 53 1594,0
1435 2605 344 22 2963 25 5657 1002 21 2 8842 7789 7 22 8 1047 5 107 1 8 2 225 261 22 33,0
10 152 103 9 57 27 596 17 903 1754 4049 6 93 4 18 15 84 15 25 1 3293 19 11 29 1,0
38 2 1 24 146 7722 125 296 191 1409 19 35 24 398 38 16 416 3305 1193 7 4 546 928 5 1,1
313 262 2 62 1794 1509 11 18 45 7 3187 1284 3 34 587 3640 2822 86 1 208 227 43 25 6429 430,0
1 61 4545 1 21 55 949 14 2 87 475 18 10 26 120 106 10 199 12 9 14 29 5 2 113,1
11 18 14 41 955 84 41 43 165 997 18 1558 7 1000 3 1 17 84 221 204 242 806 1936 806 4608,0
11 7 884 1 44 23 182 2 4833 6017 3 2725 32 2 50 46 5 9 3 705 4 167 5 2264 8677,0
11 7 4 53 201 18 840 19 9 7 177 299 3 4 50 463 6 119 135 460 68 27 1059 547 4,1
39 104 5 23 10 222 4 85 328 5 2 144 150 2 169 1589 96 19 954 796 1195 14 4 144 1863,1
569 2251 17 4286 55 1571 573 69 34 1 371 2 1 836 1 14 555 8 2 1101 11 984 12 2 216,1
10 64 4925 198 361 29 40 713 412 6 97 18 19 11 14 38 373 10 69 6 93 34 1 13 10,0
2574 40 1073 9117 1 1167 684 2192 8 21 156 858 1200 499 15 10 212 9 7 4 1193 824 8 86 22,0
7072 1497 6 2 7158 100 248 156 1228 647 6 159 235 76 4814 6 5995 4311 30 8 2 2051 6 820 75,0
388 77 83 36 26 155 106 11 119 9 7 2 1599 2259 10 26 120 106 19 87 83 26 54 549 43,1
41 354 145 37 2 89 771 5 1092 5999 10 14 164 80 9 520 9 57 27 1789 447 21 4212 1333 3,1
141 328 5 547 10 39 231 43 547 10 39 5763 1 564 11 18 259 9 38 10 39 9 4 167 9,1
151 589 10 14 1997 194 6 26 106 11 1520 31 4 5646 20 1383 8 2478 6754 23 118 2 279 7 22,1
2 62 283 10 8221 6 198 11 499 4 314 14 637 6 2 1307 5 893 2417 6155 1 32 10 68 131,0
